company_name,company_raw,is_staffing,company_id
Maverick Technology Partners,Maverick Technology Partners,True,614
Unclassified,Biz Fusion Inc.,False,615
Symbiotic Consulting Group,Symbiotic Consulting Group,False,616
Msx International,MSX INTERNATIONAL,False,617
Unclassified,Gold Country Casino Resort,False,618
Kms&Co,"KMS, LLC",True,619
Refuel Operating Company,"Refuel Operating Company, LLC",False,620
Coastline Metal Finishing,Coastline Metal Finishing Corp.,False,621
Jewelers Mutual Insurance Company,Jewelers Mutual,False,622
Ceg Sarl,CEG,False,623
Smartsheet,Smartsheet Inc.,False,624
Greater Washington Urban League,Greater Washington Urban League,False,625
The Franklin Johnston Group,The Franklin Johnston Group,False,626
Unclassified,HII's Mission Technologies division,False,627
Yes Energy,Yes Energy,False,628
Risk Solutions,Risk Solutions,False,629
Pjm,PJM,False,630
Tech Army,Tech Army,False,631
Cru Agency,Cru,False,632
Rootshell Enterprise Technologies,Rootshell Enterprise Technologies Inc.,False,633
Biomerieux,bioMerieux Inc.,False,634
Kaiser Permanente,KAISER PERMANENTE,False,635
Vkore Solutions,VKore Solutions LLC,False,636
Toro,The Toro Company,False,637
1199seiu,1199SEIU Family of Funds,False,638
Magid Glove And Safety Manufacturing,"MAGID GLOVE & SAFETY MANUFACTURING CO, LLC",False,639
Orange County's Credit Union,Orange County's Credit Union,False,640
Realign,Realign LLC,False,641
Prolim Global,PROLIM Global Corporation,False,642
Gaston Family Health Services,Kintegra Health,False,643
Puyallup School District,Puyallup School District,False,644
Sky Systems,Sky Systems Inc,False,645
Bullhorn,Bullhorn,True,646
Whole Foods,"Whole Foods Market, Inc.",False,647
Samsung,Samsung Electronics GmbH,False,648
University of California,University of California Los Angeles,False,649
TE Connectivity,TE Connectivity,False,650
Fresenius,Fresenius Medical Care,False,651
Work Wear Safety Shoes,Work Wear Safety Shoes,False,652
Sparrow,Sparrow Company,False,653
Tek Energy,Tek Energy LLC.,False,654
Asb Resources,ASB Resources,False,655
Unleashed Brands,Unleashed Brands,False,656
Gables Search Group,Gables Search Group,True,657
N.C Department Of Transportation,N.C. Department of Transportation,False,658
Elyon International,Elyon International,True,659
Divergent Agency,Divergent,False,660
Albion CSD Middle School,Albion CSD,False,661
Artsy,Artsy,False,662
Netstrive Consulting,NetStrive Consulting,False,663
Caris Life Sciences,Caris Life Sciences,False,664
Happiest Minds Technologies,Happiest Minds Technologies Limited,False,665
Primoris Service Corporation,Primoris Services Corporation,False,666
Rw Mercer Co.,R.W. Mercer Co.,False,667
Pra-USA Group,PRA Group,False,668
PNC,PNC Financial Services Group,False,669
Hypersonix,Hypersonix,False,670
Expeditors,"Expeditors International of Washington, Inc.",False,671
London Stock Exchange,LSEG (London Stock Exchange Group),False,672
ASM Research,ASM RESEARCH,False,673
Syzygy Integration,Syzygy Integration,False,674
Angel Caregivers,Angel Caregivers Inc,True,675
Moderna Therapeutics,"Moderna, Inc.",False,676
Republic Airways,Republic Airways Inc.,False,677
United States Government,AmeriCorps,False,678
SelecciÃ³n Consulting,SELECCIÃ“N Consulting,False,679
Semtech,Semtech_Corporation,False,680
Quality It Source,"Quality IT Source, LLC",True,681
Unclassified,Confidential Employer,False,682
ePlus,ePlus inc,False,683
Bourntec Solutions,Bourntec Solutions,False,684
Unclassified,"Archway Physician Recruitment Rapid City, SD",False,685
Sarum,"Sarum, LLC",False,686
University Physicians' Association,University Physicians' Association,False,687
Shotvet,ShotVet,False,688
Rapport It Services,Rapport IT,True,689
United Wholesale Mortgage,United Wholesale Mortgage,False,690
Unclassified,Lowe\u0027s Inc.,False,691
Neco Group,Neco Group,False,692
Arnall Golden Gregory Llp,Arnall Golden Gregory,False,693
Transtreme,"Transtreme, LLC",False,694
Abaco Strategy,Abaco Strategy LLC,False,695
Sanofi,Sanofi,False,696
Florida Cancer Specialists,"Florida Cancer Specialists &amp; Research Institute, LLC",False,697
College Of Saint Benedict,College of Saint Benedict/Saint John's University,False,698
Ehs Technologies,EHS TECHNOLOGIES CORPORATION,False,699
Ameri-Pac,Ameri-Pac,False,700
Cambridge Savings Bank,Cambridge Savings Bank,False,701
Qed Enterprises,QED Enterprises Inc,False,702
Skill On Tap,Skill On Tap,False,703
Heapy,HEAPY,False,704
Seton Hill University,Seton Hill University,False,705
Franklin County Medical Center,Franklin County Medical Center,False,706
A3 Freight Payment,A3 Freight Payment,False,707
Ecco Select,ECCO Select,False,708
Springfield Clinic,Springfield Clinic,False,709
Geneo,Geneo,False,710
Lonza,US03 Lonza Walkersville Inc.,False,711
KPG99,KPG99 INC,True,712
Finance & Administration,Finance and Administration,False,713
Pinkerton,Pinkerton,False,714
Eat'n Park,Eat'n Park,False,715
Unclassified,Utah State Job Bank,False,716
Iron Mountain,Iron Mountain,False,717
Spectraforce Technologies,Spectraforce Technologies,True,718
Huron Consulting Group,Huron Consulting Group,False,719
UNC Health,UNC Health Care,False,720
Mass General Brigham,McLean Hospital,False,721
TD Bank,TD Bank,False,722
Colliers International,Colliers International,False,723
District Management Group,District Management Group,False,724
Rockcastle Regional Hospital,Rockcastle Regional Hospital,False,725
Amentum,Amentum,False,726
Infotree Service,Infotree Service Inc.,True,727
Unclassified,01460 Continental Casualty Company,False,728
Aarki,Aarki,False,729
Jenkins Living Center,Jenkins Living Center,False,730
Apple,Apple Inc.,False,731
Cbts,CBTS,False,732
Unclassified,xn global systems.inc,False,733
Battelle,Battelle Energy Alliance,False,734
Transunion Risk And Alternative Data Solutions,TransUnion Risk and Alternative Data Solutions,False,735
Crowe,Crowe LLP,False,736
Swift Strategic Solutions,Swift Strategic Solutions Inc,False,737
Hennepin County,Hennepin County,False,738
Unclassified,"CodeMax Consulting, LLC",False,739
Martin Business International,Martin business,False,740
Shark Ninja Operating,SharkNinja Operating LLC,False,741
GEO Group,BI USA,False,742
Applied Materials,"0001 Applied Materials, Inc",False,743
Center For Employment Opportunities,Center for Employment Opportunities,True,744
Bolinder Resources,Bolinder Resources LLC,False,745
Unclassified,Sryven,False,746
Omega Hires,Omega Hires,False,747
University of Nebraska,UNIVERSITY OF NEBRASKA BOARD OF REGENTS,False,748
The Community Preservation Corporation,The Community Preservation Corporation,False,749
Icon Resource Group,Icon Resource Group,False,750
Halcyon Solutions,"Halcyon Solutions, Inc.",False,751
Masterclass,MasterClass,False,752
Lamb Weston,"Lamb Weston, Inc",False,753
Unclassified,STEPS Talent,False,754
Unclassified,"ASAAR Medical, INC.",False,755
General Services AdministrationÂ gs,Office of the Chief Human Capital Officer,False,756
Proventus Metrics,Proventus Metrics,False,757
Cribl,CRIBL INC,False,758
Corpay,Corpay,False,759
Conexus,Conexus,True,760
Unclassified,SeniorLIFE of PA,False,761
Twig Inc Ltd,TWIG International,False,762
Cooper Thomas,Cooper Thomas,False,763
Wise Men Consultants,Wise Men Consultants,False,764
Metropolitan Government Of Nashville & Davidson County,Metropolitan Government of Nashville & Davidson County,False,765
Business Agility Group,Business Agility Group,False,766
Unclassified,unizon technology,False,767
Blackhawk Network,Steneral,False,768
Ryan Companies United States Incorporated,RYAN COMPANIES US INC,False,769
U.S. Agency for International Development,US Agency for International Development,False,770
Ajulia Executive Search,Ajulia Executive Search,True,771
Keystone Advisors,Keystone Advisors,True,772
Goldbelt Incorporated,"Goldbelt, Inc.",False,773
Auburn School District,Auburn School District,False,774
Walker & Dunlop,"Walker &amp; Dunlop, LLC",False,775
Unclassified,"TEC of Jackson, MS",False,776
Murtech,MurTech,False,777
Unclassified,GMYE Group,False,778
Fire Safety And Protection,Fire Safety and Protection,False,779
Jeg & Sons,JEG & SONS INC,False,780
Holder Construction Group,"Holder Construction Group, LLC",False,781
Unclassified,Apree Health,False,782
Qatos,QATOS LLC,False,783
Chepstow Garden Centre,CHEP USA,False,784
Unclassified,JobRialto,False,785
Unclassified,"005 Ryder Last Mile, Inc. (Employer-Payroll)",False,786
Vision Technologies,"Vision Technologies, Inc",False,787
Superior Hires,"Superior Hires, LLC",False,788
Horizon Media,Horizon Media LLC,False,789
Carter's,Carter's/OshKosh,False,790
Unclassified,Extra Update,False,791
Abilene Christian University,Abilene Christian University,False,792
Satwic,Satwic Inc,False,793
Reliance Steel & Aluminum,RELIANCE STEEL & ALUMINUM CO.,False,794
Hi Marley,Hi Marley,False,795
BayOne Solutions,BayOne Solutions,False,796
Encloud Services,eNcloud Services LLC,False,797
Mayo Clinic,Mayo Clinic,False,798
Unclassified,Office of the Texas Governor,False,799
Community Healthcare System,Community Healthcare System,False,800
96.5 Fm,FM,False,801
Savli Group,Savli Group LLC,False,802
cyberThink,"cyberThink, Inc.",True,803
FM Global,Factory Mutual Insurance Company,False,804
Datafactz,DataFactZ,False,805
Summit Human Capital,Summit Human Capital,False,806
Dick's Sporting Goods,DICK's Sporting Goods,False,807
Cliff It Solutions,Cliff IT Solutions Inc,False,808
Unclassified,Candelen,False,809
Oracle,Oracle Federal Contractor,False,810
Dedicated Tech Services,"Dedicated Tech Services, Inc. (DTS)",False,811
Fourthsquare,FourthSquare,False,812
Geisinger Health System,Geisinger,False,813
Harvey Nash,HarveyNash USA,True,814
Unclassified,Iowa Workforce Development,False,815
Rocket Mortgage,Rocket Mortgage,False,816
Unclassified,"Lincoln Financial Group Pierre, SD",False,817
Themesoft,Themesoft,True,818
Unclassified,Vrddhi Solutions LLC,False,819
Obsidian Solutions Group,Obsidian Solutions Group LLC,False,820
Eastridge,Eastridge,True,821
Agma Systems,Agma Systems LLC,False,822
CareSource,CareSource,False,823
Shaker Recruitment Marketing,Shaker Recruitment Marketing,True,824
Unclassified,Welllinks,False,825
Psr Associates,"PSR Associates, Inc.",False,826
Kaygen,Kaygen,False,827
MetLife,Metlife,False,828
Simple Technology Solutions,Simple Technology Solutions,False,829
Startechs Enterprises,StarTechs Inc.,False,830
Western Carolina University,Western Carolina University,False,831
Partners Health Management,Partners Health Management,False,832
WIS International,WIS International,False,833
Netflix,Netflix,False,834
Emergent Software,Emergent Software,False,835
Carter's,Carter's,False,836
Unclassified,SunSoft Online,False,837
The CSI Companies,The CSI Companies,True,838
Hire Hero,Hire Hero,False,839
Unclassified,Actfore,False,840
National Philanthropic Trust,National Philanthropic Trust,False,841
Tatitlek Corporation The,"Tatitlek Technologies, Inc (TTI)",False,842
Aptivacorp,Aptivacorp,False,843
Zillow Group,"ZINC Zillow, Inc.",False,844
Prime Consulting International,PRIME CONSULTING INC,False,845
Phillips Law Group,Phillips Law Group,False,846
Constellation West,Constellation West,False,847
Unclassified,Mercury Healthcare Inc. d/b/a WebMD Ignite,False,848
Salt Lake County,Salt Lake County,False,849
University Of Oxford,Oxford University Press,False,850
Practical Applications,Practical Applications,False,851
GlowTouch,GlowTouch LLC,False,852
C3 Iot,"C3.ai, Inc",False,853
Cedars-Sinai,Cedars-Sinai,False,854
Coverent,Coverent,False,855
BuzzClan,BuzzClan LLC,False,856
Unclassified,Upskills Consultancy Services,False,857
Nuvue Foods,NuVue Foods,False,858
Miami Dade College,Miami Dade College,False,859
TARA's TECHNOLOGY,Taras Technology LLC,False,860
Konane Solutions,Konane Solutions,False,861
The Vanguard Group,"THE VANGUARD GROUP, INC.",False,862
Oh! Nuts,Oh!Nuts,False,863
Revlon,REVLON,False,864
Ripplese Consulting,Ripplese Consulting LLC,False,865
Opscompass,OpsCompass,False,866
Teamware Solutions,Teamware Solutions (quantum leap consulting).,False,867
Revature,Revature,True,868
Mesa Associates,"Mesa Associates, Inc.",False,869
Jackson & James,Jackson James,False,870
Capital Farm Credit,Capital Farm Credit,False,871
Mission Neighborhood Centers,Mission Neighborhood Centers,False,872
Kane Logistics,Kane Logistics,False,873
Unclassified,"CRISP Shared Services, Inc",False,874
Plastipak,"Plastipak Packaging, Inc",False,875
Hexaquest Global,HexaQuEST Global,False,876
Boyd Gaming,Boyd Gaming Corporation,False,877
Track Group,"Track Group, Inc",False,878
Mn-Tech,MN Tech Corp,False,879
Unclassified,Main Line Talent Group,False,880
The Miriam Hospital,The Miriam Hospital,False,881
Farmer Brothers Company,Farmer Brothers,False,882
GardaWorld,GardaWorld,False,883
Unclassified,Centraprise Global,False,884
Snapx,Snapx,False,885
Collectors,Collectors,False,886
KPMG,KPMG,False,887
Maverik,"Maverik, Inc.,",False,888
CoreLogic,CoreLogic,False,889
MassMutual,MassMutual,False,890
Unclassified,Renfield Manufacturing,False,891
Health Advocates Network,Health Advocates Network,True,892
Wichita Public Schools,Wichita Public Schools,False,893
Gsk Solutions,GSK Solutions Inc.,False,894
Ccf Holdings,Community Choice Financial Family of Brands,False,895
Thinkbyte Consulting,Thinkbyte Consulting Inc. ( E-Verified ),False,896
Moore County Schools,Moore County Schools,False,897
University Health System,University Health System,False,898
Mastercard,Mastercard Incorporated,False,899
Nova Southeastern University,Nova Southeastern University,False,900
Unclassified,Nsd Newco,False,901
Allwyn Corporation,Allwyn Corporation,False,902
CACI International,CACI International Inc,False,903
Comerica,Comerica,False,904
Unclassified,Pocsaynarsan Consulting Inc,False,905
T-Mobile US,T-Mobile,False,906
C1 Usa,C1,False,907
Data And Analytic Solutions,"Data and Analytic Solutions, Inc.",False,908
Blue Cross Blue Shield,Blue Cross Blue Shield of Michigan,False,909
The Farmer's Dog,The Farmer's Dog,False,910
Paladin Consulting,"Paladin Consulting, Inc.",True,911
Onx,ONX,False,912
Chegg,"Chegg, Inc.",False,913
Sh Group,"SH Group, Inc.",False,914
Unclassified,Stratuscoder Inc,False,915
Tom Mcleod Software,Tom McLeod Software Corp,False,916
Amergis,Amergis,True,917
Conifer Value Based Care,Conifer Value,False,918
NortonLifeLock,NortonLifeLock Inc,False,919
Drug Enforcement Administration,Drug Enforcement Administration,False,920
Jewel-Craft,Jewel Craft INC.,False,921
Creed Infotech,Creed Infotech,False,922
Hbd Industries,HBD Industries,False,923
Cornwell Quality Tools,Cornwell Quality Tools Co.,False,924
Prevailance,"Prevailance, Inc",False,925
Covenant Consulting,Covenant Consulting,False,926
Convertkit,Convertkit,False,927
Prismatik,Prismatik,False,928
Hackajob,hackajob,True,929
Aragon Technical Providers,Tech Providers Inc.,False,930
Unclassified,Changing Lives Productions LLC,False,931
Sargento Foods,SARGENTO FOODS INC,False,932
Capital Integrative Health,Capital Integrative Health,False,933
Continental Resources,"Continental Resources, Inc.",False,934
Galen Ltd,Galen,False,935
Nationwide Children's Hospital,Nationwide Childrens Hospital,False,936
Accuray,Accuray Incorporated,False,937
Boston Scientific,Bostonscientific,False,938
Serigor,Serigor Inc.,True,939
City of Austin,City of Austin,False,940
Expedia Group,Expedia Partner Solutions,False,941
Novelis,Novelis,False,942
Nuvento,Nuvento LLC,False,943
K.L. Scott & Associates,K.L. Scott & Associates,False,944
CRH Americas,"Oldcastle Precast, Inc.",False,945
Centers For Disease Control And Prevention,Centers for Disease Control and Prevention (CDC),False,946
Infosend,"InfoSend, Inc.",False,947
Paul Davis Restoration Of North Dallas,Paul Davis Restoration of North Dallas,False,948
Omada Health,"Omada Health, Inc.",False,949
Caresoft,Caresoft,False,950
PetCo,Petco,False,951
Strategic Analysis Incorporated,"Strategic Analysis, Inc.",False,952
"Alliance Resource Partners, L.P.","Alliance Resource Partners, LP",False,953
